Part Number	Product Description	Product Size	Packaging UOM	Price	List Price	List vs. Price % Change	12 Month Quantity Ordered	Average Price per Quantity	Total Estimated Impact	Product visible	Reason not visible	Included In Product Views	Manufacturer Name	Manufacturer Part Number	Category	Category UNSPSC	Commodity Code	UNSPSC
"E7061"	"E7061 GloMax-Multi Absorbance Module, 1 each"	"1 each"	"EA"	"1885.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E7061"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E7071"	"E7071 Single Injector System for GloMax-Multi Detection System, 1 each"	"1 each"	"EA"	"2358.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E7071"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E7081"	"E7081 Dual Injector System for GloMax-Multi Detection System, 1 each"	"1 each"	"EA"	"4434.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E7081"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8491"	"E8491 pGL4.32[luc2P/NF-kappa-B-RE/Hygro] Vector, 20microg"	"20microg"	"EA"	"295.20"	""	""	"2"	"295.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8491"	"Mammalian Expression Vectors"	"41-10-66-14"	"00111"	"41106605"
"E8916"	"E8916 GloMax-Multi Detection System External PC Connect Kit, 1 each"	"1 each"	"EA"	"165.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8916"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8917"	"E8917 GloMax-Multi Optical Kit AFC, 1 each"	"1 each"	"EA"	"721.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8917"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8921"	"E8921 GloMax-Multi Optical Kit Blue, 1 each"	"1 each"	"EA"	"699.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8921"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8922"	"E8922 GloMax-Multi Optical Kit UV, 1 each"	"1 each"	"EA"	"699.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8922"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8923"	"E8923 GloMax-Multi Optical Kit Green, 1 each"	"1 each"	"EA"	"699.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8923"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8924"	"E8924 GloMax-Multi Optical Kit Red, 1 each"	"1 each"	"EA"	"699.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8924"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8925"	"E8925 Injector Inlet Tubing Assembly, 1 set"	"1 set"	"EA"	"118.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8925"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8926"	"E8926 Injector Outlet Tubing Assembly for Single-Injector System, 1 each"	"1 each"	"EA"	"139.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8926"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8927"	"E8927 Injector Outlet Tubing Assembly for Dual-Injector System, 1 each"	"1 each"	"EA"	"216.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8927"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8928"	"E8928 Waste Collection Tray, 1 each"	"1 each"	"EA"	"114.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8928"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"E8929"	"E8929 GloMax-Multi Detection System 490nm Absorbance Filter Set, 1 each"	"1 each"	"EA"	"160.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8929"	"Luminometer Accessories"	"41-11-30-02"	"00111"	"41113036"
"G1681"	"G1681 pFC20A HaloTag T7 SP6 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1681"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G1691"	"G1691 pFC20K HaloTag T7 SP6 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1691"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G1841"	"G1841 pFN19K HaloTag T7 SP6 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1841"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G1891"	"G1891 pFN19A HaloTag T7 SP6 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1891"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G2681"	"G2681 pFN18K HaloTag T7 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2681"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G2751"	"G2751 pFN18A HaloTag T7 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2751"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G6080"	"G6080 CellTiter-Fluor Cell Viability Assay, 10ml"	"10ml"	"EA"	"100.04"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6080"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G6081"	"G6081 CellTiter-Fluor Cell Viability Assay, 5 x 10ml"	"5 x 10ml"	"EA"	"394.42"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6081"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G6082"	"G6082 CellTiter-Fluor Cell Viability Assay, 2 x 50ml"	"2 x 50ml"	"EA"	"604.34"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G6082"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G9270"	"G9270 MultiTox-Glo Multiplex Cytotoxicity Assay, 10ml"	"10ml"	"EA"	"186.96"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9270"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G9271"	"G9271 MultiTox-Glo Multiplex Cytotoxicity Assay, 5 x 10ml"	"5 x 10ml"	"EA"	"510.04"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9271"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G9272"	"G9272 MultiTox-Glo Multiplex Cytotoxicity Assay, 2 x 50ml"	"2 x 50ml"	"EA"	"927.42"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9272"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G9290"	"G9290 CytoTox-Glo Cytotoxicity Assay, 10ml"	"10ml"	"EA"	"100.04"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9290"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G9291"	"G9291 CytoTox-Glo Cytotoxicity Assay, 10 x 5ml"	"10 x 5ml"	"EA"	"396.88"	""	""	"1"	"387.04"	"9.84"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9291"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"G9292"	"G9292 CytoTox-Glo Cytotoxicity Assay, 2 x 50ml"	"2 x 50ml"	"EA"	"610.08"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G9292"	"Cell Proliferation / Viability Assays"	"41-11-61-11"	"00278"	"41116133"
"M5001"	"M5001 GoTaq Hot Start Polymerase, 100u"	"100u"	"EA"	"47.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M5001"	"PCR Hot Start Systems"	"41-10-63-00"	"00111"	"41106314"
"M5005"	"M5005 GoTaq Hot Start Polymerase, 500u"	"500u"	"EA"	"214.20"	""	""	"1"	"214.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M5005"	"PCR Hot Start Systems"	"41-10-63-00"	"00111"	"41106314"
"M5006"	"M5006 GoTaq Hot Start Polymerase, 2,500u"	"2,500u"	"EA"	"963.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M5006"	"PCR Hot Start Systems"	"41-10-63-00"	"00111"	"41106314"
"M5008"	"M5008 GoTaq Hot Start Polymerase, 10,000u"	"10,000u"	"EA"	"3507.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"M5008"	"PCR Hot Start Systems"	"41-10-63-00"	"00111"	"41106314"
"MB1004"	"MB1004 MagaZorb DNA Mini-Prep Kit, 200 preps"	"200 preps"	"EA"	"444.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MB1004"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105514"
"MB1008"	"MB1008 MagaZorb DNA Mini-Prep Kit, 800 preps"	"800 preps"	"EA"	"1522.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MB1008"	"Genomic DNA Purification Kits"	"41-10-55-04"	"00111"	"41105514"
"MB2004"	"MB2004 MagaZorb Total RNA Mini-Prep Kit, 200 preps"	"200 preps"	"EA"	"988.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"MB2004"	"Total RNA Purification Kits"	"41-10-55-18"	"00111"	"41105514"
"P1041"	"P1041 VivoGlo Luciferin, In Vivo Grade, 50mg"	"50mg"	"EA"	"147.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1041"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1042"	"P1042 VivoGlo Luciferin, In Vivo Grade, 250mg"	"250mg"	"EA"	"311.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1042"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1043"	"P1043 VivoGlo Luciferin, In Vivo Grade, 1g"	"1g"	"EA"	"657.64"	""	""	"6"	"657.64"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1043"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1061"	"P1061 VivoGlo Luciferin-beta-Galactoside Substrate (6-O-beta-galactopyranosyl luciferin), 50mg"	"50mg"	"EA"	"667.48"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1061"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1062"	"P1062 VivoGlo Luciferin-beta-Galactoside Substrate (6-O-beta-galactopyranosyl luciferin), 250mg"	"250mg"	"EA"	"2177.92"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1062"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1111"	"P1111 EnduRen In Vivo Renilla Luciferase Substrate, 0.34mg"	"0.34mg"	"EA"	"108.24"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1111"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1112"	"P1112 EnduRen In Vivo Renilla Luciferase Substrate, 3.4mg"	"3.4mg"	"EA"	"679.78"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1112"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1231"	"P1231 ViviRen In Vivo Renilla Luciferase Substrate, 0.37mg"	"0.37mg"	"EA"	"108.24"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1231"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"P1232"	"P1232 ViviRen In Vivo Renilla Luciferase Substrate, 3.7mg"	"3.7mg"	"EA"	"679.78"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"P1232"	"Luciferase Reporter Detection Kits"	"41-10-65-13"	"00111"	"41106513"
"V2071"	"V2071 ProteaseMAX Surfactant, Trypsin Enhancer, 1mg"	"1mg"	"EA"	"45.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V2071"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116134"
"V2072"	"V2072 ProteaseMAX Surfactant, Trypsin Enhancer, 5 x 1mg"	"5 x 1mg"	"EA"	"184.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V2072"	"Biochemical Reagents"	"12-35-22-00"	"00025"	"41116134"
"V6041"	"V6041 MagnaBot Flat Top Magnetic Separation Device, 1 each"	"1 each"	"EA"	"923.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6041"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"41105507"
"V6071"	"V6071 Kinase-Glo Max Luminescent Kinase Assay, 10ml"	"10ml"	"EA"	"89.38"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6071"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116134"
"V6072"	"V6072 Kinase-Glo Max Luminescent Kinase Assay, 10 x 10ml"	"10 x 10ml"	"EA"	"410.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6072"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116134"
"V6073"	"V6073 Kinase-Glo Max Luminescent Kinase Assay, 100ml"	"100ml"	"EA"	"359.98"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6073"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116134"
"V6074"	"V6074 Kinase-Glo Max Luminescent Kinase Assay, 10 x 100ml"	"10 x 100ml"	"EA"	"2674.02"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6074"	"Protein Kinase Assays"	"41-11-61-33"	"00111"	"41116134"
"V6911"	"V6911 GSH-Glo Glutathione Assay, 10ml"	"10ml"	"EA"	"310.78"	""	""	"1"	"310.78"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6911"	"Enzyme Assays"	"60-10-40-07"	"00111"	"41116134"
"V6912"	"V6912 GSH-Glo Glutathione Assay, 50ml"	"50ml"	"EA"	"1152.92"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"V6912"	"Enzyme Assays"	"60-10-40-07"	"00111"	"41116134"
"A1222"	"A1222 PureYield Plasmid Miniprep System, 250 preps"	"250 preps"	"EA"	"240.80"	""	""	"10"	"238.00"	"28.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A1222"	"Nucleic Acid Purification Kits"	"41-10-55-00"	"00111"	"41105512"
"A6810"	"A6810 PureYield Plasmid Miniprep Start-Up Kit, 110V Electrical (750 preps, manifold and free vacuum pump), 1 each"	"1 each"	"EA"	"819.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6810"	"Plasmid Purification Kits"	"41-10-55-12"	"00111"	"41105512"
"A6812"	"A6812 PureYield Plasmid Miniprep Start-Up Kit, 220V Electrical (750 preps, manifold and free vacuum pump), 1 each"	"1 each"	"EA"	"819.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6812"	"Plasmid Purification Kits"	"41-10-55-12"	"00111"	"41105512"
"A6814"	"A6814 PureYield Plasmid Miniprep Start-up Kit, 230V Electrical (750 preps, manifold and free vacuum pump), 1 each"	"1 each"	"EA"	"819.70"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"A6814"	"Plasmid Purification Kits"	"41-10-55-12"	"00111"	"41105512"
"AS6411"	"AS6411 Maxwell 16 Flexi Method Firmware, 1 each"	"1 each"	"EA"	"540.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"AS6411"	"Automated Nucleic Acid Purification System Accessories"	"41-10-55-00"	"00111"	"43232605"
"CD4002"	"CD4002 20-Position Microcentrifuge Tube Magnetic Separator, 1.5ml"	"1.5ml"	"EA"	"387.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"CD4002"	"Plasmid Purification Kit Components"	"41-10-55-12"	"00111"	"41105514"
"DC6950"	"DC6950 PowerPlex S5 System, 400 reactions"	"400 reactions"	"EA"	"4579.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6950"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106303"
"DC6951"	"DC6951 PowerPlex S5 System, 100 reactions"	"100 reactions"	"EA"	"1314.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DC6951"	"DNA Amplification Kits"	"41-10-63-00"	"00111"	"41106303"
"DG1071"	"DG1071 Internal Lane Standard 600, 150microl"	"150microl"	"EA"	"311.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"DG1071"	"DNA Ladders"	"41-10-53-35"	"00025"	"41105335"
"E8520"	"E8520 GloResponse NF-kappa-B-RE-luc2P HEK293 Cell Line, 2 vials"	"2 vials"	"EA"	"9126.60"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"E8520"	"Engineered Cell Lines"	"41-10-65-14"	"00278"	"41106514"
"G1180"	"G1180 Proteasome-Glo 3-Substrate Cell-Based Assay System, 10ml"	"10ml"	"EA"	"900.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1180"	"Enzyme Assays"	"60-10-40-07"	"00111"	"41105332"
"G1200"	"G1200 Proteasome-Glo 3-Substrate Cell-Based Assay System, 50ml"	"50ml"	"EA"	"2902.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1200"	"Enzyme Assays"	"60-10-40-07"	"00111"	"41105332"
"G1321"	"G1321 pFC17K HaloTag CMVd3 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1321"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G1551"	"G1551 pFC17A HaloTag CMVd3 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1551"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G1571"	"G1571 pFC16K HaloTag CMVd2 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1571"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G1591"	"G1591 pFC16A HaloTag CMVd2 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1591"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G1601"	"G1601 pFC15K HaloTag CMVd1 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1601"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G1611"	"G1611 pFC15A HaloTag CMVd1 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G1611"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2821"	"G2821 pFN21A HaloTag CMV Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2821"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2831"	"G2831 pFN21K HaloTag CMV Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2831"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2841"	"G2841 pFN22A HaloTag CMVd1 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2841"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2851"	"G2851 pFN22K HaloTag CMVd1 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2851"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2861"	"G2861 pFN23A HaloTag CMVd2 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2861"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2871"	"G2871 pFN23K HaloTag CMVd2 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2871"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2881"	"G2881 pFN24A HaloTag CMVd3 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2881"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2981"	"G2981 pFN24K HaloTag CMVd3 Flexi Vector, 20microg"	"20microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2981"	"Protein Assays"	"41-11-60-12"	"00111"	"41106614"
"G2991"	"G2991 HaloTag TMRDirect Ligand, 30microl"	"30microl"	"EA"	"493.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G2991"	"Green Fluorescent Protein Vectors"	"41-10-66-07"	"00111"	"41116134"
"G3221"	"G3221 HaloTag R110Direct Ligand, 30microl"	"30microl"	"EA"	"493.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G3221"	"Green Fluorescent Protein Vectors"	"41-10-66-07"	"00111"	"41116134"
"G3780"	"G3780 HaloTag Flexi Vectors-CMV Deletion Series Sample Pack, 9 x 2microg"	"9 x 2microg"	"EA"	"224.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G3780"	"Protein Assays"	"41-11-60-12"	"00111"	"41106602"
"G8760"	"G8760 Proteasome-Glo Trypsin-Like Cell-Based Assay, 10ml"	"10ml"	"EA"	"362.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8760"	"Protein Assays"	"41-11-60-12"	"00111"	"41113002"
"G8761"	"G8761 Proteasome-Glo Trypsin-Like Cell-Based Assay, 5 x 10ml"	"5 x 10ml"	"EA"	"1134.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8761"	"Protein Assays"	"41-11-60-12"	"00111"	"41113002"
"G8860"	"G8860 Proteasome-Glo Caspase-Like Cell-Based Assay, 10ml"	"10ml"	"EA"	"362.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8860"	"Protein Assays"	"41-11-60-12"	"00111"	"41113002"
"G8861"	"G8861 Proteasome-Glo Caspase-Like Cell-Based Assay, 5 x 10ml"	"5 x 10ml"	"EA"	"1134.40"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"G8861"	"Protein Assays"	"41-11-60-12"	"00111"	"41113002"
"L1101"	"L1101 TNT T7 Insect Cell Extract Protein Expression System, 10 reactions"	"10 reactions"	"EA"	"135.20"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L1101"	"Reticulocyte Lysate Translation Systems"	"41-10-58-03"	"00111"	"41106612"
"L1102"	"L1102 TNT T7 Insect Cell Extract Protein Expression System, 40 reactions"	"40 reactions"	"EA"	"472.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L1102"	"Reticulocyte Lysate Translation Systems"	"41-10-58-03"	"00111"	"41106612"
"L1110"	"L1110 S30 T7 High-Yield Protein Expression System, 24 reactions"	"24 reactions"	"EA"	"340.80"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L1110"	"Reticulocyte Lysate Translation Systems"	"41-10-58-03"	"00111"	"41105803"
"L1115"	"L1115 S30 T7 High-Yield Protein Expression System, 8 reactions"	"8 reactions"	"EA"	"135.20"	""	""	"1"	"135.20"	"0.00"	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"L1115"	"Reticulocyte Lysate Translation Systems"	"41-10-58-03"	"00111"	"41105803"
"R1901"	"R1901 Carboxy Flexi Enzyme Blend (SgfI & EcoICRI), 50microl"	"50microl"	"EA"	"82.00"	""	""	""	""	""	"true"	""	"PO_n_NotOpenOrder_Suppliers"	"Promega Corporation"	"R1901"	"Restriction Enzymes"	"12-35-22-04"	"00111"	"41116134"
